feature_value,shap_value
17.0,0.12700361
13.0,-0.26381278
12.0,-0.06126314
22.0,-0.094570555
13.0,-0.25882527
37.0,-0.041193567
17.0,0.0665568
23.0,-0.10381366
10.0,-0.42388153
19.0,-0.12819923
22.0,-0.10478678
15.0,-0.06843859
13.0,-0.23371713
23.0,-0.07933438
12.0,-0.09622255
22.0,-0.12210393
18.0,0.27465668
42.0,0.45209476
13.0,-0.23355994
3.0,-0.1839653
14.0,-0.19475728
17.0,-0.0016122217
24.0,-0.12555449
13.0,-0.15554623
22.0,-0.04124773
12.0,-0.09554203
7.0,-0.5002522
6.0,-0.32321653
7.0,-0.43275014
22.0,-0.1070351
13.0,0.0143889515
8.0,-0.74064016
7.0,-0.39778578
13.0,-0.18870269
22.0,-0.05819084
14.0,-0.21452694
17.0,0.12532017
13.0,-0.19495873
17.0,0.123084195
12.0,-0.133409
13.0,-0.29081544
28.0,0.0030509466
70.0,0.50704736
17.0,0.002215869
7.0,-0.749274
13.0,-0.29587656
17.0,0.07194046
34.0,0.07970081
14.0,-0.07956996
28.0,-0.05089067
13.0,-0.28585657
22.0,-0.09834041
32.0,0.20446081
40.0,0.32240912
12.0,-0.14989668
12.0,-0.28244498
13.0,-0.24802326
17.0,0.037603974
26.0,-0.21934724
22.0,-0.080432095
12.0,-0.16625343
32.0,0.18714964
25.0,-0.103249006
16.0,-0.07553958
22.0,-0.13061944
11.0,-0.72455543
21.0,-0.15836093
17.0,-0.2603565
27.0,-0.10136507
23.0,-0.18068936
21.0,-0.057001714
42.0,0.2804662
14.0,-0.16952059
29.0,0.0244232
19.0,-0.08263489
13.0,-0.22974697
14.0,-0.13143012
12.0,-0.15359128
13.0,-0.21552588
26.0,-0.096251
13.0,-0.086002745
28.0,-0.029641207
12.0,0.0581146
13.0,-0.04960934
20.0,-0.078314394
32.0,0.24761076
25.0,-0.08616836
37.0,0.32066774
22.0,-0.13670793
12.0,-0.089133315
14.0,-0.27025068
27.0,0.073548324
16.0,0.056513526
22.0,-0.069079496
14.0,-0.3037307
17.0,-0.006941166
17.0,-0.20250401
29.0,0.06576204
22.0,-0.14330052
24.0,-0.11281793
32.0,0.16149773
16.0,-0.18697794
21.0,-0.013997423
32.0,-0.11368449
20.0,-0.104442164
17.0,-0.067318
12.0,-0.12949371
17.0,-0.06146771
16.0,-0.064422034
28.0,-0.13344818
32.0,-0.021693313
7.0,-0.31652924
2.0,-0.39683083
22.0,-0.04462911
17.0,0.09677213
17.0,0.116297536
13.0,-0.12008799
12.0,-0.037392527
32.0,0.33043662
4.0,0.19671151
7.0,-0.49297932
45.0,0.17134477
22.0,-0.17888151
13.0,0.02188143
