City,Feature,Feature_value,SHAP_value,used_in_panels
Guangzhou,Fee,0.9,-0.08993589133,"a,j"
Shanghai,Fee,0.5,-0.01725884527,"a,j"
Shanghai,Fee,1.06,-0.1319925934,"a,j"
Shanghai,Fee,0.8,0.01521344017,"a,j"
Guangzhou,Fee,2.0,-0.189542681,"a,j"
Beijing,Fee,0.5,-0.03753378242,"a,j"
Shanghai,Fee,0.5,0.1247338727,"a,j"
Shanghai,Fee,3.98,0.3370355368,"a,j"
Shanghai,Fee,7.5,-0.1029666066,"a,j"
Wuhan,Fee,0.5,0.02186962217,"a,j"
Guangzhou,Fee,2.0,-0.2885060608,"a,j"
Wuhan,Fee,0.5,-0.1269538403,"a,j"
Guangzhou,Fee,0.9,-0.03479202092,"a,j"
Shanghai,Fee,1.0,-0.1580092758,"a,j"
Shanghai,Fee,2.9,-0.09669913352,"a,j"
Beijing,Fee,0.8,-0.009367950261,"a,j"
Beijing,Fee,0.6,0.0279286094,"a,j"
Wuhan,Fee,1.2,0.07225084305,"a,j"
Guangzhou,Fee,0.9,-0.1341249198,"a,j"
Shanghai,Fee,0.8,-0.026282534,"a,j"
Shanghai,Fee,0.5,0.07029603422,"a,j"
Beijing,Fee,0.6,0.003485883586,"a,j"
Wuhan,Fee,2.0,0.03874985129,"a,j"
Wuhan,Fee,1.0,-0.09399513155,"a,j"
Shanghai,Fee,1.0,-0.01630682312,"a,j"
Shanghai,Fee,6.8,-0.7120432854,"a,j"
Shanghai,Fee,6.0,-0.3947462738,"a,j"
Wuhan,Fee,0.5,-0.08353882283,"a,j"
Shanghai,Fee,7.5,-0.2221548706,"a,j"
Guangzhou,Fee,2.0,-0.190787971,"a,j"
Shanghai,Fee,2.5,-0.0727905184,"a,j"
Shanghai,Fee,0.85,-0.0493561551,"a,j"
Shanghai,Fee,0.6,0.04562260211,"a,j"
Shanghai,Fee,0.8,-0.03782889247,"a,j"
Shanghai,Fee,0.35,-0.2195137441,"a,j"
Wuhan,Fee,0.7,-0.05886333436,"a,j"
Shanghai,Fee,0.5,-0.05070518702,"a,j"
Wuhan,Fee,0.9,-0.0514569357,"a,j"
Wuhan,Fee,0.6,-0.1460249722,"a,j"
Shanghai,Fee,0.4,0.05397132039,"a,j"
Beijing,Fee,0.5,-0.04236061499,"a,j"
Shanghai,Fee,0.8,-0.0105393976,"a,j"
Shanghai,Fee,0.5,0.1006156951,"a,j"
Beijing,Fee,1.0,-0.1056527272,"a,j"
Shanghai,Fee,1.8,0.04271987453,"a,j"
Wuhan,Fee,2.0,-0.02178624272,"a,j"
Guangzhou,Fee,2.0,-0.07381761074,"a,j"
Beijing,Fee,0.5,0.04129368812,"a,j"
Shanghai,Fee,1.8,-0.2035041302,"a,j"
Shanghai,Fee,2.0,-0.09594146907,"a,j"
Shanghai,Fee,0.3,-0.1062893048,"a,j"
Shanghai,Fee,2.05,0.1711596102,"a,j"
Beijing,Fee,7.8,-0.6125687957,"a,j"
Wuhan,Fee,0.5,0.03277773783,"a,j"
Beijing,Fee,2.0,-0.06214462221,"a,j"
Wuhan,Fee,0.6,-0.0590974018,"a,j"
Wuhan,Fee,2.0,-0.2280384004,"a,j"
Shanghai,Fee,0.8,-0.04152501374,"a,j"
Guangzhou,Fee,3.7,0.09551392496,"a,j"
Shanghai,Fee,0.8,-0.009979374707,"a,j"
Wuhan,Fee,1.5,-0.04854975268,"a,j"
Beijing,Fee,0.9,-0.07671970874,"a,j"
Shanghai,Fee,6.2,-0.4012473226,"a,j"
Wuhan,Fee,0.9,-0.1283137202,"a,j"
Shanghai,Fee,0.8,-0.03591404483,"a,j"
Guangzhou,Fee,0.9,0.001937823836,"a,j"
Shanghai,Fee,0.3,-0.05622562021,"a,j"
Shanghai,Fee,2.6,0.07973002642,"a,j"
Wuhan,Fee,0.5,-0.008578440174,"a,j"
Shanghai,Fee,2.5,0.0478826426,"a,j"
Shanghai,Fee,0.9,-0.05374898016,"a,j"
Shanghai,Fee,0.8,-0.009009500034,"a,j"
Shanghai,Fee,0.45,0.08666391671,"a,j"
Shanghai,Fee,0.45,-0.1717490703,"a,j"
Shanghai,Fee,0.85,-0.07625380903,"a,j"
Wuhan,Fee,1.4,-0.0310553275,"a,j"
Guangzhou,Fee,1.5,-0.09305799007,"a,j"
Guangzhou,Fee,2.3,-0.1147995815,"a,j"
Shanghai,Fee,0.9,-0.03469037265,"a,j"
Shanghai,Fee,0.9,-0.08726911992,"a,j"
Shanghai,Fee,0.5,-0.07755073905,"a,j"
Guangzhou,Fee,3.7,0.05006182194,"a,j"
Shanghai,Fee,5.6,-0.2912938595,"a,j"
Shanghai,Fee,1.0,-0.01531356946,"a,j"
Guangzhou,Fee,0.6,-0.1049709916,"a,j"
Beijing,Fee,0.9,-0.03170057386,"a,j"
Shanghai,Fee,0.9,-0.1018125489,"a,j"
Beijing,Fee,0.55,-0.09757137299,"a,j"
Guangzhou,Fee,0.8,-0.0454749465,"a,j"
Beijing,Fee,0.55,-0.05960452557,"a,j"
Guangzhou,Fee,1.8,-0.2115917206,"a,j"
Shanghai,Fee,0.85,-0.0227351822,"a,j"
Guangzhou,Fee,0.5,0.01604937389,"a,j"
Shanghai,Fee,1.45,-0.01404502708,"a,j"
Shanghai,Fee,0.35,0.07183799148,"a,j"
Beijing,Fee,2.36,0.166757226,"a,j"
Shanghai,Fee,0.8,0.04106500372,"a,j"
Shanghai,Fee,0.6,-0.008115686476,"a,j"
Wuhan,Fee,0.6,-0.09087814391,"a,j"
Shanghai,Fee,2.0,-0.1460883766,"a,j"
Guangzhou,Fee,0.5,0.000907399226,"a,j"
Shanghai,Fee,5.8,-0.8243353963,"a,j"
Shanghai,Fee,0.5,0.2281207293,"a,j"
Shanghai,Fee,1.85,0.1841301322,"a,j"
Shanghai,Fee,1.3,0.05892572924,"a,j"
Wuhan,Fee,0.6,-0.02100514993,"a,j"
Shanghai,Fee,0.5,0.03984012827,"a,j"
Shanghai,Fee,5.0,0.002309797332,"a,j"
Beijing,Fee,0.6,0.08016803116,"a,j"
Shanghai,Fee,2.0,-0.1669814587,"a,j"
Shanghai,Fee,0.5,-0.001385883312,"a,j"
Shanghai,Fee,0.8,-0.1086059064,"a,j"
Shanghai,Fee,0.9,-0.159946993,"a,j"
Beijing,Fee,5.5,-0.9450483322,"a,j"
Shanghai,Fee,0.8,-0.06403712183,"a,j"
Shanghai,Fee,1.2,-0.004222636577,"a,j"
Shanghai,Fee,1.1,0.05011554435,"a,j"
Shanghai,Fee,0.5,0.006504134275,"a,j"
Beijing,Fee,1.0,-0.1369598359,"a,j"
Beijing,Fee,0.9,-0.1626698524,"a,j"
Shanghai,Fee,0.3,-0.1474511474,"a,j"
Shanghai,Fee,1.2,0.1245660409,"a,j"
Shanghai,Fee,0.45,0.01954421028,"a,j"
Shanghai,Fee,4.5,-0.1922831237,"a,j"
Shanghai,Fee,2.8,-0.08812879026,"a,j"
Wuhan,Fee,0.9,-0.1683032513,"a,j"
Shanghai,Fee,1.5,-0.06721864641,"a,j"
Wuhan,Fee,0.9,0.01711028442,"a,j"
Shanghai,Fee,0.8,-0.01692882553,"a,j"
Wuhan,Fee,0.5,-0.1967207491,"a,j"
Beijing,Fee,1.0,-0.1238553524,"a,j"
Shanghai,Fee,0.35,-0.09900621325,"a,j"
Guangzhou,Fee,0.5,0.03365214169,"a,j"
Shanghai,Fee,2.0,-0.1096586436,"a,j"
Shanghai,Fee,1.25,-0.01476348191,"a,j"
Shanghai,Fee,1.2,0.07756950706,"a,j"
Beijing,Fee,4.45,0.2330764085,"a,j"
Guangzhou,Fee,2.0,-0.1755247861,"a,j"
Beijing,Fee,1.1,0.01368006878,"a,j"
Shanghai,Fee,0.3,-0.1915660053,"a,j"
Shanghai,Fee,1.2,0.0334090814,"a,j"
Wuhan,Fee,1.8,-0.07476677746,"a,j"
Shanghai,Fee,0.8,-0.01229112223,"a,j"
Beijing,Fee,1.98,-0.09675795585,"a,j"
Shanghai,Fee,1.45,0.01411718968,"a,j"
Shanghai,Fee,1.2,-0.02166560851,"a,j"
Guangzhou,Fee,1.8,-0.1307610273,"a,j"
Shanghai,Fee,0.6,-0.06425145268,"a,j"
Wuhan,Fee,0.7,-0.04750436917,"a,j"
Wuhan,Fee,0.5,-0.009016072378,"a,j"
Beijing,Fee,0.5,0.02901147306,"a,j"
Beijing,Fee,0.7,-0.02431320399,"a,j"
Shanghai,Fee,0.3,0.3741798103,"a,j"
Shanghai,Fee,0.5,0.02073231339,"a,j"
Shanghai,Fee,0.8,-0.07683067769,"a,j"
Wuhan,Fee,1.3,0.004543249495,"a,j"
Shanghai,Fee,0.5,0.03179213405,"a,j"
Shanghai,Fee,0.9,-0.0946194604,"a,j"
Shanghai,Fee,0.5,-0.02351773158,"a,j"
Shanghai,Fee,1.2,0.04039283469,"a,j"
Shanghai,Fee,1.1,0.08706744015,"a,j"
Shanghai,Fee,0.65,0.02700769715,"a,j"
Shanghai,Fee,3.3,-0.0298772268,"a,j"
Beijing,Fee,1.2,-0.03308352455,"a,j"
Wuhan,Fee,3.98,0.7275022864,"a,j"
Shanghai,Fee,1.6,-0.08965416998,"a,j"
Shanghai,Fee,1.2,0.06219778582,"a,j"
Shanghai,Fee,0.4,-0.2427336127,"a,j"
Wuhan,Fee,0.3,-0.07425459474,"a,j"
Shanghai,Fee,6.2,-0.3939727247,"a,j"
Beijing,Fee,0.5,0.0339313522,"a,j"
Wuhan,Fee,0.9,-0.1241658255,"a,j"
Shanghai,Fee,1.45,-0.01778958738,"a,j"
Guangzhou,Fee,1.2,0.06478926539,"a,j"
Shanghai,Fee,3.2,-0.03171256557,"a,j"
Shanghai,Fee,0.95,0.006079044659,"a,j"
Wuhan,Fee,0.9,-0.06150196865,"a,j"
Wuhan,Fee,0.5,0.008841644041,"a,j"
Beijing,Fee,2.09,0.01927547157,"a,j"
Beijing,Fee,2.4,0.05001306534,"a,j"
Shanghai,Fee,0.6,0.004876363557,"a,j"
Guangzhou,Fee,5.8,-0.9052557349,"a,j"
Guangzhou,Fee,2.0,-0.1362864375,"a,j"
Shanghai,Fee,2.8,-0.01077733934,"a,j"
Guangzhou,Fee,3.9,0.1366794258,"a,j"
Guangzhou,Fee,2.6,0.1025952101,"a,j"
Guangzhou,Fee,3.0,-1.576158684e-05,"a,j"
Wuhan,Fee,1.2,0.09829121083,"a,j"
Guangzhou,Fee,3.0,0.1355138123,"a,j"
Shanghai,Fee,3.45,-0.05506791174,"a,j"
Shanghai,Fee,0.8,-0.0384583734,"a,j"
Shanghai,Fee,7.0,-0.457498163,"a,j"
Shanghai,Fee,1.35,-0.07829677314,"a,j"
Shanghai,Fee,2.3,-0.1030524075,"a,j"
Beijing,Fee,2.5,0.06568436325,"a,j"
Shanghai,Fee,0.5,-0.09276427329,"a,j"
Shanghai,Fee,3.3,0.09934479743,"a,j"
Shanghai,Fee,0.5,0.02351524495,"a,j"
Wuhan,Fee,0.6,-0.1315697432,"a,j"
Beijing,Fee,2.6,0.004244599026,"a,j"
Shanghai,Fee,0.99,-0.06070185453,"a,j"
Guangzhou,Fee,0.95,-0.01791750267,"a,j"
Wuhan,Fee,4.0,0.383318454,"a,j"
Beijing,Fee,0.5,-0.01554376539,"a,j"
Shanghai,Fee,0.95,-0.09830334038,"a,j"
Guangzhou,Fee,2.8,0.03681727499,"a,j"
Shanghai,Fee,4.0,0.3129835427,"a,j"
Shanghai,Fee,2.0,-0.1354512423,"a,j"
Wuhan,Fee,1.5,-0.183363378,"a,j"
Beijing,Fee,1.58,-0.1357754469,"a,j"
Shanghai,Fee,1.1,0.06651755422,"a,j"
Shanghai,Fee,5.5,-0.8308570981,"a,j"
Beijing,Fee,0.7,-0.01470033266,"a,j"
Beijing,Fee,0.5,-0.07631690055,"a,j"
Shanghai,Fee,1.9,-0.1320733428,"a,j"
Shanghai,Fee,2.1,-0.03050090373,"a,j"
Shanghai,Fee,2.8,-0.0789585337,"a,j"
Beijing,Fee,0.9,-0.2303206623,"a,j"
Guangzhou,Fee,1.9,-0.1067449227,"a,j"
Shanghai,Fee,0.35,-0.1154185683,"a,j"
Shanghai,Fee,0.55,0.002176637063,"a,j"
Shanghai,Fee,0.6,-0.01631756686,"a,j"
Shanghai,Fee,3.7,0.2971050739,"a,j"
Shanghai,Fee,1.9,-0.06777252257,"a,j"
