recall,precision
1.0,0.001153736124515478
1.0,0.0011537397515215533
1.0,0.001153743378550433
1.0,0.0011537470056021176
1.0,0.0011537506326766071
1.0,0.001153754259773902
1.0,0.001153757886894002
1.0,0.001153772395602461
1.0,0.0011538050415306937
1.0,0.001153808668970092
1.0,0.0011538122964322992
1.0,0.0011538159239173151
1.0,0.00115381955142514
1.0,0.0011538231789557742
1.0,0.0011538304340854716
1.0,0.001153834061684535
1.0,0.0011538413169510922
1.0,0.0011538449446185867
1.0,0.001153848572308892
1.0,0.001153852200022008
1.0,0.0011538630832982249
1.0,0.0011538667111025873
1.0,0.0011538739667797484
1.0,0.0011538848504665845
1.0,0.0011538884784078225
1.0,0.001153895734358739
1.0,0.0011539029904009106
1.0,0.0011539066184562176
1.0,0.0011539102465343391
1.0,0.0011539138746352751
1.0,0.0011539175027590262
1.0,0.0011539211309055922
1.0,0.0011539320154821833
1.0,0.0011539356437200118
1.0,0.0011539429002641176
1.0,0.0011539537852514015
1.0,0.0011539574136261305
1.0,0.0011539610420236766
1.0,0.0011539646704440405
1.0,0.0011539682988872225
1.0,0.0011539791843536774
1.0,0.0011539864414454074
1.0,0.001153990070025501
1.0,0.001153993698628414
1.0,0.001154000955902699
1.0,0.0011540045845740716
1.0,0.0011540118419852776
1.0,0.0011540154707251117
1.0,0.0011540227282732425
1.0,0.0011540263570815397
1.0,0.001154033614766599
1.0,0.0011540408725429464
1.0,0.0011540481304105833
1.0,0.0011540517593786358
1.0,0.0011540590173832106
1.0,0.001154066275479079
1.0,0.001154069904561249
1.0,0.0011540735336662432
1.0,0.0011540916795335834
1.0,0.001154098938040296
1.0,0.001154106196638312
1.0,0.0011541098259715591
1.0,0.001154113455327633
1.0,0.0011541170847065335
1.0,0.0011541207141082608
1.0,0.0011541243435328156
1.0,0.0011541279729801975
1.0,0.001154131602450407
1.0,0.0011541388614593096
1.0,0.001154142490998003
1.0,0.0011541497501438755
1.0,0.001154153379751055
1.0,0.0011541570093810637
1.0,0.001154164268709569
1.0,0.001154167898408066
1.0,0.0011541860472430048
1.0,0.001154189677078485
1.0,0.0011541969368179389
1.0,0.001154200566721913
1.0,0.0011542078265983577
1.0,0.0011542114565708283
1.0,0.0011542150865661315
1.0,0.0011542187165842674
1.0,0.0011542622785829307
1.0,0.001154265908897912
1.0,0.0011542695392357289
1.0,0.0011542767999798708
1.0,0.0011542804303861964
1.0,0.0011542840608153586
1.0,0.0011542876912673575
1.0,0.0011542913217421936
1.0,0.001154294952239867
1.0,0.0011542985827603777
1.0,0.0011543058438699125
1.0,0.001154309474458937
1.0,0.0011543203663630416
1.0,0.0011543239970434208
1.0,0.001154331258472697
1.0,0.0011543348892215945
1.0,0.0011543421507879093
1.0,0.001154349412445585
1.0,0.001154353043308684
1.0,0.001154356674194624
1.0,0.0011543603051034049
1.0,0.0011543784599899346
1.0,0.001154382091035767
1.0,0.00115438935319596
1.0,0.001154392984310321
1.0,0.0011544292967103484
1.0,0.0011544329280759975
1.0,0.0011544365594644925
1.0,0.0011544401908758332
1.0,0.00115444382231002
1.0,0.0011544547167496595
1.0,0.001154458348275233
1.0,0.0011544619798236535
1.0,0.0011544656113949216
1.0,0.0011544692429890373
1.0,0.0011544728746060008
1.0,0.001154480137908472
1.0,0.0011544982965645025
1.0,0.0011545091920323136
1.0,0.0011545128239006176
1.0,0.0011545237196426323
1.0,0.0011545273516023393
1.0,0.0011545309835848973
1.0,0.0011545346155903068
1.0,0.0011545382476185683
1.0,0.0011545491438404647
1.0,0.001154552775960135
1.0,0.0011545636724562634
1.0,0.0011545673046673463
1.0,0.0011545782014377173
1.0,0.001154581833740216
1.0,0.001154585466065569
1.0,0.0011545927307848398
1.0,0.001154596363178758
1.0,0.0011545999955955314
1.0,0.0011546036280351603
1.0,0.0011546181580222366
1.0,0.0011546290557525381
1.0,0.0011546363210203586
1.0,0.0011546399536885555
1.0,0.0011546435863796104
1.0,0.0011546508518302946
1.0,0.0011546581173724135
1.0,0.0011546653830059683
1.0,0.001154669015857035
1.0,0.0011546871804552676
1.0,0.0011546908134434956
1.0,0.0011546944464545846
1.0,0.001154712611852952
1.0,0.0011547162450012115
1.0,0.0011547271445831655
1.0,0.0011547307778228763
1.0,0.001154738044370888
1.0,0.001154745311010355
1.0,0.0011547489443643846
1.0,0.0011547598445636612
1.0,0.0011547634780091501
1.0,0.0011547707449687237
1.0,0.001154774378482809
1.0,0.0011547780120197602
1.0,0.0011547816455795778
1.0,0.001154788912767812
1.0,0.0011547925463962292
1.0,0.0011547961800475134
1.0,0.0011548216162467983
1.0,0.0011548288839381238
1.0,0.0011548325178180902
1.0,0.0011548361517209262
1.0,0.0011548397856466317
1.0,0.001154843419595207
1.0,0.0011548470535666523
1.0,0.0011548579556182109
1.0,0.0011548688578756077
1.0,0.0011548724920071496
1.0,0.0011548797603388487
1.0,0.0011548833945390065
1.0,0.0011548870287620366
1.0,0.0011548906630079396
1.0,0.0011548942972767152
1.0,0.001154901565882886
1.0,0.001154908834580551
1.0,0.0011549161033697116
1.0,0.001154927006725011
1.0,0.001154930641222527
1.0,0.0011549342757429186
1.0,0.001154941544852328
1.0,0.0011549451794413464
1.0,0.0011549524486880118
1.0,0.001154956083345659
1.0,0.0011549597180261833
1.0,0.0011549633527295844
1.0,0.0011549997010218758
1.0,0.0011550106059557005
1.0,0.0011550469572223481
1.0,0.0011550542277502566
1.0,0.0011550578630485345
1.0,0.0011550614983696953
1.0,0.0011550687690806659
1.0,0.0011550724044704765
1.0,0.0011550760398831704
